Count,Year,Month,Logan Passengers,Avg Hotel Daily Rate,Unemployment Rate,Code
8,2016,1,2342969,178.59,0.041,111
4,2016,1,2342969,178.59,0.041,121
156,2016,1,2342969,178.59,0.041,301
30,2016,1,2342969,178.59,0.041,311
3,2016,1,2342969,178.59,0.041,339
6,2016,1,2342969,178.59,0.041,351
34,2016,1,2342969,178.59,0.041,361
4,2016,1,2342969,178.59,0.041,371
2,2016,1,2342969,178.59,0.041,402
2,2016,1,2342969,178.59,0.041,403
204,2016,1,2342969,178.59,0.041,413
146,2016,1,2342969,178.59,0.041,423
134,2016,1,2342969,178.59,0.041,520
50,2016,1,2342969,178.59,0.041,521
136,2016,1,2342969,178.59,0.041,522
3,2016,1,2342969,178.59,0.041,527
38,2016,1,2342969,178.59,0.041,540
8,2016,1,2342969,178.59,0.041,541
22,2016,1,2342969,178.59,0.041,542
2,2016,1,2342969,178.59,0.041,560
1,2016,1,2342969,178.59,0.041,561
4,2016,1,2342969,178.59,0.041,562
38,2016,1,2342969,178.59,0.041,611
16,2016,1,2342969,178.59,0.041,612
466,2016,1,2342969,178.59,0.041,613
454,2016,1,2342969,178.59,0.041,614
126,2016,1,2342969,178.59,0.041,615
36,2016,1,2342969,178.59,0.041,616
534,2016,1,2342969,178.59,0.041,617
272,2016,1,2342969,178.59,0.041,619
2,2016,1,2342969,178.59,0.041,627
1,2016,1,2342969,178.59,0.041,629
2,2016,1,2342969,178.59,0.041,670
14,2016,1,2342969,178.59,0.041,706
178,2016,1,2342969,178.59,0.041,724
14,2016,1,2342969,178.59,0.041,727
50,2016,1,2342969,178.59,0.041,735
66,2016,1,2342969,178.59,0.041,801
706,2016,1,2342969,178.59,0.041,802
2,2016,1,2342969,178.59,0.041,804
4,2016,1,2342969,178.59,0.041,900
66,2016,1,2342969,178.59,0.041,1001
202,2016,1,2342969,178.59,0.041,1102
105,2016,1,2342969,178.59,0.041,1106
60,2016,1,2342969,178.59,0.041,1107
7,2016,1,2342969,178.59,0.041,1109
18,2016,1,2342969,178.59,0.041,1201
30,2016,1,2342969,178.59,0.041,1300
18,2016,1,2342969,178.59,0.041,1304
774,2016,1,2342969,178.59,0.041,1402
38,2016,1,2342969,178.59,0.041,1415
48,2016,1,2342969,178.59,0.041,1501
2,2016,1,2342969,178.59,0.041,1502
36,2016,1,2342969,178.59,0.041,1503
2,2016,1,2342969,178.59,0.041,1504
5,2016,1,2342969,178.59,0.041,1510
2,2016,1,2342969,178.59,0.041,1601
12,2016,1,2342969,178.59,0.041,1602
6,2016,1,2342969,178.59,0.041,1605
2,2016,1,2342969,178.59,0.041,1805
74,2016,1,2342969,178.59,0.041,1810
4,2016,1,2342969,178.59,0.041,1815
1,2016,1,2342969,178.59,0.041,1825
25,2016,1,2342969,178.59,0.041,1830
7,2016,1,2342969,178.59,0.041,1831
18,2016,1,2342969,178.59,0.041,1832
78,2016,1,2342969,178.59,0.041,1841
64,2016,1,2342969,178.59,0.041,1842
90,2016,1,2342969,178.59,0.041,1843
10,2016,1,2342969,178.59,0.041,1844
42,2016,1,2342969,178.59,0.041,1845
13,2016,1,2342969,178.59,0.041,1846
2,2016,1,2342969,178.59,0.041,1847
44,2016,1,2342969,178.59,0.041,1848
96,2016,1,2342969,178.59,0.041,1849
3,2016,1,2342969,178.59,0.041,1850
8,2016,1,2342969,178.59,0.041,1870
90,2016,1,2342969,178.59,0.041,1874
12,2016,1,2342969,178.59,0.041,2003
14,2016,1,2342969,178.59,0.041,2005
14,2016,1,2342969,178.59,0.041,2006
34,2016,1,2342969,178.59,0.041,2007
24,2016,1,2342969,178.59,0.041,2101
4,2016,1,2342969,178.59,0.041,2102
10,2016,1,2342969,178.59,0.041,2204
12,2016,1,2342969,178.59,0.041,2401
46,2016,1,2342969,178.59,0.041,2403
70,2016,1,2342969,178.59,0.041,2405
10,2016,1,2342969,178.59,0.041,2407
24,2016,1,2342969,178.59,0.041,2604
144,2016,1,2342969,178.59,0.041,2610
2,2016,1,2342969,178.59,0.041,2611
3,2016,1,2342969,178.59,0.041,2612
4,2016,1,2342969,178.59,0.041,2613
14,2016,1,2342969,178.59,0.041,2616
12,2016,1,2342969,178.59,0.041,2619
4,2016,1,2342969,178.59,0.041,2623
4,2016,1,2342969,178.59,0.041,2628
76,2016,1,2342969,178.59,0.041,2629
28,2016,1,2342969,178.59,0.041,2632
2,2016,1,2342969,178.59,0.041,2642
22,2016,1,2342969,178.59,0.041,2646
426,2016,1,2342969,178.59,0.041,2647
10,2016,1,2342969,178.59,0.041,2648
10,2016,1,2342969,178.59,0.041,2657
56,2016,1,2342969,178.59,0.041,2660
42,2016,1,2342969,178.59,0.041,2662
4,2016,1,2342969,178.59,0.041,2663
12,2016,1,2342969,178.59,0.041,2670
98,2016,1,2342969,178.59,0.041,2900
106,2016,1,2342969,178.59,0.041,2905
30,2016,1,2342969,178.59,0.041,2906
144,2016,1,2342969,178.59,0.041,2907
11,2016,1,2342969,178.59,0.041,2914
31,2016,1,2342969,178.59,0.041,3001
24,2016,1,2342969,178.59,0.041,3002
2,2016,1,2342969,178.59,0.041,3004
848,2016,1,2342969,178.59,0.041,3006
74,2016,1,2342969,178.59,0.041,3007
20,2016,1,2342969,178.59,0.041,3008
82,2016,1,2342969,178.59,0.041,3018
11,2016,1,2342969,178.59,0.041,3102
22,2016,1,2342969,178.59,0.041,3106
96,2016,1,2342969,178.59,0.041,3108
234,2016,1,2342969,178.59,0.041,3109
6,2016,1,2342969,178.59,0.041,3110
66,2016,1,2342969,178.59,0.041,3111
54,2016,1,2342969,178.59,0.041,3112
400,2016,1,2342969,178.59,0.041,3114
866,2016,1,2342969,178.59,0.041,3115
2,2016,1,2342969,178.59,0.041,3116
40,2016,1,2342969,178.59,0.041,3119
2,2016,1,2342969,178.59,0.041,3122
396,2016,1,2342969,178.59,0.041,3125
68,2016,1,2342969,178.59,0.041,3130
24,2016,1,2342969,178.59,0.041,3160
14,2016,1,2342969,178.59,0.041,3170
392,2016,1,2342969,178.59,0.041,3201
16,2016,1,2342969,178.59,0.041,3202
20,2016,1,2342969,178.59,0.041,3205
164,2016,1,2342969,178.59,0.041,3207
26,2016,1,2342969,178.59,0.041,3208
670,2016,1,2342969,178.59,0.041,3301
22,2016,1,2342969,178.59,0.041,3304
10,2016,1,2342969,178.59,0.041,3305
2,2016,1,2342969,178.59,0.041,3402
428,2016,1,2342969,178.59,0.041,3410
252,2016,1,2342969,178.59,0.041,3501
308,2016,1,2342969,178.59,0.041,3502
54,2016,1,2342969,178.59,0.041,3503
12,2016,1,2342969,178.59,0.041,3620
18,2016,1,2342969,178.59,0.041,3625
25,2016,1,2342969,178.59,0.041,3801
149,2016,1,2342969,178.59,0.041,3802
93,2016,1,2342969,178.59,0.041,3803
24,2016,1,2342969,178.59,0.041,3805
22,2016,1,2342969,178.59,0.041,3807
9,2016,1,2342969,178.59,0.041,3810
4,2016,1,2342969,178.59,0.041,3811
51,2016,1,2342969,178.59,0.041,3820
7,2016,1,2342969,178.59,0.041,3821
40,2016,1,2342969,178.59,0.041,3830
414,2016,1,2342969,178.59,0.041,3831
6,2017,1,2603998,171.67,0.034,111
150,2017,1,2603998,171.67,0.034,301
80,2017,1,2603998,171.67,0.034,311
20,2017,1,2603998,171.67,0.034,351
46,2017,1,2603998,171.67,0.034,361
3,2017,1,2603998,171.67,0.034,371
6,2017,1,2603998,171.67,0.034,381
232,2017,1,2603998,171.67,0.034,413
140,2017,1,2603998,171.67,0.034,423
142,2017,1,2603998,171.67,0.034,520
22,2017,1,2603998,171.67,0.034,521
88,2017,1,2603998,171.67,0.034,522
58,2017,1,2603998,171.67,0.034,540
6,2017,1,2603998,171.67,0.034,541
12,2017,1,2603998,171.67,0.034,542
9,2017,1,2603998,171.67,0.034,560
4,2017,1,2603998,171.67,0.034,562
22,2017,1,2603998,171.67,0.034,611
8,2017,1,2603998,171.67,0.034,612
424,2017,1,2603998,171.67,0.034,613
452,2017,1,2603998,171.67,0.034,614
88,2017,1,2603998,171.67,0.034,615
50,2017,1,2603998,171.67,0.034,616
408,2017,1,2603998,171.67,0.034,617
362,2017,1,2603998,171.67,0.034,619
2,2017,1,2603998,171.67,0.034,670
8,2017,1,2603998,171.67,0.034,706
222,2017,1,2603998,171.67,0.034,724
34,2017,1,2603998,171.67,0.034,727
58,2017,1,2603998,171.67,0.034,735
34,2017,1,2603998,171.67,0.034,801
728,2017,1,2603998,171.67,0.034,802
6,2017,1,2603998,171.67,0.034,804
4,2017,1,2603998,171.67,0.034,900
60,2017,1,2603998,171.67,0.034,1001
214,2017,1,2603998,171.67,0.034,1102
99,2017,1,2603998,171.67,0.034,1106
48,2017,1,2603998,171.67,0.034,1107
1,2017,1,2603998,171.67,0.034,1108
14,2017,1,2603998,171.67,0.034,1109
10,2017,1,2603998,171.67,0.034,1201
20,2017,1,2603998,171.67,0.034,1300
24,2017,1,2603998,171.67,0.034,1304
780,2017,1,2603998,171.67,0.034,1402
4,2017,1,2603998,171.67,0.034,1415
50,2017,1,2603998,171.67,0.034,1501
30,2017,1,2603998,171.67,0.034,1503
6,2017,1,2603998,171.67,0.034,1504
6,2017,1,2603998,171.67,0.034,1510
2,2017,1,2603998,171.67,0.034,1601
14,2017,1,2603998,171.67,0.034,1602
4,2017,1,2603998,171.67,0.034,1805
3,2017,1,2603998,171.67,0.034,1806
49,2017,1,2603998,171.67,0.034,1810
5,2017,1,2603998,171.67,0.034,1815
1,2017,1,2603998,171.67,0.034,1825
27,2017,1,2603998,171.67,0.034,1830
11,2017,1,2603998,171.67,0.034,1831
5,2017,1,2603998,171.67,0.034,1832
120,2017,1,2603998,171.67,0.034,1841
54,2017,1,2603998,171.67,0.034,1842
124,2017,1,2603998,171.67,0.034,1843
9,2017,1,2603998,171.67,0.034,1844
6,2017,1,2603998,171.67,0.034,1845
13,2017,1,2603998,171.67,0.034,1846
12,2017,1,2603998,171.67,0.034,1847
26,2017,1,2603998,171.67,0.034,1848
114,2017,1,2603998,171.67,0.034,1849
6,2017,1,2603998,171.67,0.034,1850
4,2017,1,2603998,171.67,0.034,1870
60,2017,1,2603998,171.67,0.034,1874
12,2017,1,2603998,171.67,0.034,2003
2,2017,1,2603998,171.67,0.034,2004
12,2017,1,2603998,171.67,0.034,2005
16,2017,1,2603998,171.67,0.034,2006
37,2017,1,2603998,171.67,0.034,2007
2,2017,1,2603998,171.67,0.034,2010
16,2017,1,2603998,171.67,0.034,2101
2,2017,1,2603998,171.67,0.034,2102
4,2017,1,2603998,171.67,0.034,2204
14,2017,1,2603998,171.67,0.034,2401
20,2017,1,2603998,171.67,0.034,2403
68,2017,1,2603998,171.67,0.034,2405
4,2017,1,2603998,171.67,0.034,2407
1,2017,1,2603998,171.67,0.034,2511
8,2017,1,2603998,171.67,0.034,2604
6,2017,1,2603998,171.67,0.034,2608
192,2017,1,2603998,171.67,0.034,2610
5,2017,1,2603998,171.67,0.034,2612
2,2017,1,2603998,171.67,0.034,2613
8,2017,1,2603998,171.67,0.034,2616
2,2017,1,2603998,171.67,0.034,2618
12,2017,1,2603998,171.67,0.034,2619
8,2017,1,2603998,171.67,0.034,2622
2,2017,1,2603998,171.67,0.034,2623
2,2017,1,2603998,171.67,0.034,2628
127,2017,1,2603998,171.67,0.034,2629
2,2017,1,2603998,171.67,0.034,2631
20,2017,1,2603998,171.67,0.034,2632
2,2017,1,2603998,171.67,0.034,2636
4,2017,1,2603998,171.67,0.034,2642
26,2017,1,2603998,171.67,0.034,2646
420,2017,1,2603998,171.67,0.034,2647
10,2017,1,2603998,171.67,0.034,2657
18,2017,1,2603998,171.67,0.034,2660
60,2017,1,2603998,171.67,0.034,2662
12,2017,1,2603998,171.67,0.034,2670
41,2017,1,2603998,171.67,0.034,2900
104,2017,1,2603998,171.67,0.034,2905
32,2017,1,2603998,171.67,0.034,2906
118,2017,1,2603998,171.67,0.034,2907
10,2017,1,2603998,171.67,0.034,2914
28,2017,1,2603998,171.67,0.034,3001
14,2017,1,2603998,171.67,0.034,3002
994,2017,1,2603998,171.67,0.034,3006
104,2017,1,2603998,171.67,0.034,3007
18,2017,1,2603998,171.67,0.034,3008
82,2017,1,2603998,171.67,0.034,3018
4,2017,1,2603998,171.67,0.034,3102
50,2017,1,2603998,171.67,0.034,3106
64,2017,1,2603998,171.67,0.034,3108
86,2017,1,2603998,171.67,0.034,3109
10,2017,1,2603998,171.67,0.034,3110
60,2017,1,2603998,171.67,0.034,3111
52,2017,1,2603998,171.67,0.034,3112
638,2017,1,2603998,171.67,0.034,3114
678,2017,1,2603998,171.67,0.034,3115
14,2017,1,2603998,171.67,0.034,3116
44,2017,1,2603998,171.67,0.034,3119
6,2017,1,2603998,171.67,0.034,3122
582,2017,1,2603998,171.67,0.034,3125
74,2017,1,2603998,171.67,0.034,3130
16,2017,1,2603998,171.67,0.034,3160
22,2017,1,2603998,171.67,0.034,3170
436,2017,1,2603998,171.67,0.034,3201
18,2017,1,2603998,171.67,0.034,3202
16,2017,1,2603998,171.67,0.034,3205
152,2017,1,2603998,171.67,0.034,3207
38,2017,1,2603998,171.67,0.034,3208
788,2017,1,2603998,171.67,0.034,3301
4,2017,1,2603998,171.67,0.034,3302
4,2017,1,2603998,171.67,0.034,3303
16,2017,1,2603998,171.67,0.034,3304
10,2017,1,2603998,171.67,0.034,3305
10,2017,1,2603998,171.67,0.034,3402
4,2017,1,2603998,171.67,0.034,3403
582,2017,1,2603998,171.67,0.034,3410
188,2017,1,2603998,171.67,0.034,3501
230,2017,1,2603998,171.67,0.034,3502
32,2017,1,2603998,171.67,0.034,3503
8,2017,1,2603998,171.67,0.034,3620
18,2017,1,2603998,171.67,0.034,3625
95,2017,1,2603998,171.67,0.034,3801
154,2017,1,2603998,171.67,0.034,3802
139,2017,1,2603998,171.67,0.034,3803
21,2017,1,2603998,171.67,0.034,3805
16,2017,1,2603998,171.67,0.034,3807
13,2017,1,2603998,171.67,0.034,3810
5,2017,1,2603998,171.67,0.034,3811
68,2017,1,2603998,171.67,0.034,3820
6,2017,1,2603998,171.67,0.034,3821
35,2017,1,2603998,171.67,0.034,3830
370,2017,1,2603998,171.67,0.034,3831
14,2018,1,2576261,170.11,0.033,111
106,2018,1,2576261,170.11,0.033,301
62,2018,1,2576261,170.11,0.033,311
2,2018,1,2576261,170.11,0.033,351
44,2018,1,2576261,170.11,0.033,361
2,2018,1,2576261,170.11,0.033,371
4,2018,1,2576261,170.11,0.033,381
246,2018,1,2576261,170.11,0.033,413
116,2018,1,2576261,170.11,0.033,423
92,2018,1,2576261,170.11,0.033,520
22,2018,1,2576261,170.11,0.033,521
86,2018,1,2576261,170.11,0.033,522
30,2018,1,2576261,170.11,0.033,540
4,2018,1,2576261,170.11,0.033,541
18,2018,1,2576261,170.11,0.033,542
4,2018,1,2576261,170.11,0.033,560
4,2018,1,2576261,170.11,0.033,562
14,2018,1,2576261,170.11,0.033,611
6,2018,1,2576261,170.11,0.033,612
476,2018,1,2576261,170.11,0.033,613
408,2018,1,2576261,170.11,0.033,614
92,2018,1,2576261,170.11,0.033,615
18,2018,1,2576261,170.11,0.033,616
472,2018,1,2576261,170.11,0.033,617
232,2018,1,2576261,170.11,0.033,619
1,2018,1,2576261,170.11,0.033,670
6,2018,1,2576261,170.11,0.033,706
150,2018,1,2576261,170.11,0.033,724
44,2018,1,2576261,170.11,0.033,727
82,2018,1,2576261,170.11,0.033,735
58,2018,1,2576261,170.11,0.033,801
832,2018,1,2576261,170.11,0.033,802
8,2018,1,2576261,170.11,0.033,804
6,2018,1,2576261,170.11,0.033,900
62,2018,1,2576261,170.11,0.033,1001
230,2018,1,2576261,170.11,0.033,1102
51,2018,1,2576261,170.11,0.033,1106
44,2018,1,2576261,170.11,0.033,1107
6,2018,1,2576261,170.11,0.033,1109
18,2018,1,2576261,170.11,0.033,1201
31,2018,1,2576261,170.11,0.033,1300
16,2018,1,2576261,170.11,0.033,1304
702,2018,1,2576261,170.11,0.033,1402
12,2018,1,2576261,170.11,0.033,1415
50,2018,1,2576261,170.11,0.033,1501
20,2018,1,2576261,170.11,0.033,1503
3,2018,1,2576261,170.11,0.033,1504
4,2018,1,2576261,170.11,0.033,1510
4,2018,1,2576261,170.11,0.033,1602
4,2018,1,2576261,170.11,0.033,1805
9,2018,1,2576261,170.11,0.033,1806
31,2018,1,2576261,170.11,0.033,1810
1,2018,1,2576261,170.11,0.033,1815
1,2018,1,2576261,170.11,0.033,1825
21,2018,1,2576261,170.11,0.033,1830
15,2018,1,2576261,170.11,0.033,1831
9,2018,1,2576261,170.11,0.033,1832
92,2018,1,2576261,170.11,0.033,1841
76,2018,1,2576261,170.11,0.033,1842
102,2018,1,2576261,170.11,0.033,1843
11,2018,1,2576261,170.11,0.033,1844
8,2018,1,2576261,170.11,0.033,1845
13,2018,1,2576261,170.11,0.033,1846
12,2018,1,2576261,170.11,0.033,1847
44,2018,1,2576261,170.11,0.033,1848
124,2018,1,2576261,170.11,0.033,1849
2,2018,1,2576261,170.11,0.033,1850
2,2018,1,2576261,170.11,0.033,1864
38,2018,1,2576261,170.11,0.033,1874
2,2018,1,2576261,170.11,0.033,2003
6,2018,1,2576261,170.11,0.033,2005
16,2018,1,2576261,170.11,0.033,2006
35,2018,1,2576261,170.11,0.033,2007
2,2018,1,2576261,170.11,0.033,2010
24,2018,1,2576261,170.11,0.033,2101
2,2018,1,2576261,170.11,0.033,2102
12,2018,1,2576261,170.11,0.033,2204
8,2018,1,2576261,170.11,0.033,2401
46,2018,1,2576261,170.11,0.033,2403
70,2018,1,2576261,170.11,0.033,2405
2,2018,1,2576261,170.11,0.033,2407
1,2018,1,2576261,170.11,0.033,2511
6,2018,1,2576261,170.11,0.033,2604
112,2018,1,2576261,170.11,0.033,2610
2,2018,1,2576261,170.11,0.033,2611
3,2018,1,2576261,170.11,0.033,2612
4,2018,1,2576261,170.11,0.033,2613
8,2018,1,2576261,170.11,0.033,2616
4,2018,1,2576261,170.11,0.033,2617
14,2018,1,2576261,170.11,0.033,2619
2,2018,1,2576261,170.11,0.033,2622
14,2018,1,2576261,170.11,0.033,2623
6,2018,1,2576261,170.11,0.033,2628
110,2018,1,2576261,170.11,0.033,2629
16,2018,1,2576261,170.11,0.033,2632
20,2018,1,2576261,170.11,0.033,2646
442,2018,1,2576261,170.11,0.033,2647
2,2018,1,2576261,170.11,0.033,2648
14,2018,1,2576261,170.11,0.033,2657
30,2018,1,2576261,170.11,0.033,2660
30,2018,1,2576261,170.11,0.033,2662
4,2018,1,2576261,170.11,0.033,2663
4,2018,1,2576261,170.11,0.033,2670
199,2018,1,2576261,170.11,0.033,2900
64,2018,1,2576261,170.11,0.033,2905
42,2018,1,2576261,170.11,0.033,2906
112,2018,1,2576261,170.11,0.033,2907
14,2018,1,2576261,170.11,0.033,2914
32,2018,1,2576261,170.11,0.033,3001
8,2018,1,2576261,170.11,0.033,3002
2,2018,1,2576261,170.11,0.033,3004
1006,2018,1,2576261,170.11,0.033,3006
82,2018,1,2576261,170.11,0.033,3007
18,2018,1,2576261,170.11,0.033,3008
94,2018,1,2576261,170.11,0.033,3018
2,2018,1,2576261,170.11,0.033,3029
4,2018,1,2576261,170.11,0.033,3102
50,2018,1,2576261,170.11,0.033,3106
78,2018,1,2576261,170.11,0.033,3108
166,2018,1,2576261,170.11,0.033,3109
22,2018,1,2576261,170.11,0.033,3110
122,2018,1,2576261,170.11,0.033,3111
62,2018,1,2576261,170.11,0.033,3112
516,2018,1,2576261,170.11,0.033,3114
870,2018,1,2576261,170.11,0.033,3115
12,2018,1,2576261,170.11,0.033,3116
38,2018,1,2576261,170.11,0.033,3119
2,2018,1,2576261,170.11,0.033,3122
390,2018,1,2576261,170.11,0.033,3125
46,2018,1,2576261,170.11,0.033,3130
26,2018,1,2576261,170.11,0.033,3160
4,2018,1,2576261,170.11,0.033,3170
372,2018,1,2576261,170.11,0.033,3201
8,2018,1,2576261,170.11,0.033,3202
36,2018,1,2576261,170.11,0.033,3205
164,2018,1,2576261,170.11,0.033,3207
46,2018,1,2576261,170.11,0.033,3208
740,2018,1,2576261,170.11,0.033,3301
4,2018,1,2576261,170.11,0.033,3302
10,2018,1,2576261,170.11,0.033,3304
6,2018,1,2576261,170.11,0.033,3305
4,2018,1,2576261,170.11,0.033,3402
418,2018,1,2576261,170.11,0.033,3410
134,2018,1,2576261,170.11,0.033,3501
230,2018,1,2576261,170.11,0.033,3502
34,2018,1,2576261,170.11,0.033,3503
6,2018,1,2576261,170.11,0.033,3620
100,2018,1,2576261,170.11,0.033,3625
67,2018,1,2576261,170.11,0.033,3801
172,2018,1,2576261,170.11,0.033,3802
117,2018,1,2576261,170.11,0.033,3803
15,2018,1,2576261,170.11,0.033,3805
24,2018,1,2576261,170.11,0.033,3807
4,2018,1,2576261,170.11,0.033,3810
3,2018,1,2576261,170.11,0.033,3811
46,2018,1,2576261,170.11,0.033,3820
5,2018,1,2576261,170.11,0.033,3821
38,2018,1,2576261,170.11,0.033,3830
497,2018,1,2576261,170.11,0.033,3831
4,2016,2,2297530,178.9,0.038,111
2,2016,2,2297530,178.9,0.038,112
110,2016,2,2297530,178.9,0.038,301
14,2016,2,2297530,178.9,0.038,311
2,2016,2,2297530,178.9,0.038,338
4,2016,2,2297530,178.9,0.038,351
16,2016,2,2297530,178.9,0.038,361
4,2016,2,2297530,178.9,0.038,371
192,2016,2,2297530,178.9,0.038,413
138,2016,2,2297530,178.9,0.038,423
124,2016,2,2297530,178.9,0.038,520
34,2016,2,2297530,178.9,0.038,521
90,2016,2,2297530,178.9,0.038,522
32,2016,2,2297530,178.9,0.038,540
10,2016,2,2297530,178.9,0.038,541
4,2016,2,2297530,178.9,0.038,542
2,2016,2,2297530,178.9,0.038,562
20,2016,2,2297530,178.9,0.038,611
6,2016,2,2297530,178.9,0.038,612
316,2016,2,2297530,178.9,0.038,613
372,2016,2,2297530,178.9,0.038,614
92,2016,2,2297530,178.9,0.038,615
38,2016,2,2297530,178.9,0.038,616
486,2016,2,2297530,178.9,0.038,617
238,2016,2,2297530,178.9,0.038,619
1,2016,2,2297530,178.9,0.038,670
22,2016,2,2297530,178.9,0.038,706
168,2016,2,2297530,178.9,0.038,724
16,2016,2,2297530,178.9,0.038,727
50,2016,2,2297530,178.9,0.038,735
56,2016,2,2297530,178.9,0.038,801
598,2016,2,2297530,178.9,0.038,802
3,2016,2,2297530,178.9,0.038,803
8,2016,2,2297530,178.9,0.038,804
4,2016,2,2297530,178.9,0.038,900
60,2016,2,2297530,178.9,0.038,1001
274,2016,2,2297530,178.9,0.038,1102
88,2016,2,2297530,178.9,0.038,1106
82,2016,2,2297530,178.9,0.038,1107
2,2016,2,2297530,178.9,0.038,1108
5,2016,2,2297530,178.9,0.038,1109
8,2016,2,2297530,178.9,0.038,1201
23,2016,2,2297530,178.9,0.038,1300
10,2016,2,2297530,178.9,0.038,1304
660,2016,2,2297530,178.9,0.038,1402
44,2016,2,2297530,178.9,0.038,1415
50,2016,2,2297530,178.9,0.038,1501
36,2016,2,2297530,178.9,0.038,1503
3,2016,2,2297530,178.9,0.038,1504
2,2016,2,2297530,178.9,0.038,1510
16,2016,2,2297530,178.9,0.038,1602
4,2016,2,2297530,178.9,0.038,1805
4,2016,2,2297530,178.9,0.038,1806
69,2016,2,2297530,178.9,0.038,1810
4,2016,2,2297530,178.9,0.038,1815
2,2016,2,2297530,178.9,0.038,1825
37,2016,2,2297530,178.9,0.038,1830
17,2016,2,2297530,178.9,0.038,1831
10,2016,2,2297530,178.9,0.038,1832
82,2016,2,2297530,178.9,0.038,1841
72,2016,2,2297530,178.9,0.038,1842
148,2016,2,2297530,178.9,0.038,1843
12,2016,2,2297530,178.9,0.038,1844
36,2016,2,2297530,178.9,0.038,1845
15,2016,2,2297530,178.9,0.038,1846
12,2016,2,2297530,178.9,0.038,1847
62,2016,2,2297530,178.9,0.038,1848
128,2016,2,2297530,178.9,0.038,1849
1,2016,2,2297530,178.9,0.038,1850
2,2016,2,2297530,178.9,0.038,1870
132,2016,2,2297530,178.9,0.038,1874
4,2016,2,2297530,178.9,0.038,2003
10,2016,2,2297530,178.9,0.038,2005
10,2016,2,2297530,178.9,0.038,2006
23,2016,2,2297530,178.9,0.038,2007
2,2016,2,2297530,178.9,0.038,2010
26,2016,2,2297530,178.9,0.038,2101
4,2016,2,2297530,178.9,0.038,2102
28,2016,2,2297530,178.9,0.038,2204
8,2016,2,2297530,178.9,0.038,2401
46,2016,2,2297530,178.9,0.038,2403
62,2016,2,2297530,178.9,0.038,2405
4,2016,2,2297530,178.9,0.038,2407
1,2016,2,2297530,178.9,0.038,2511
32,2016,2,2297530,178.9,0.038,2604
142,2016,2,2297530,178.9,0.038,2610
2,2016,2,2297530,178.9,0.038,2611
2,2016,2,2297530,178.9,0.038,2612
2,2016,2,2297530,178.9,0.038,2613
8,2016,2,2297530,178.9,0.038,2616
16,2016,2,2297530,178.9,0.038,2619
2,2016,2,2297530,178.9,0.038,2622
2,2016,2,2297530,178.9,0.038,2623
4,2016,2,2297530,178.9,0.038,2628
85,2016,2,2297530,178.9,0.038,2629
16,2016,2,2297530,178.9,0.038,2632
36,2016,2,2297530,178.9,0.038,2646
430,2016,2,2297530,178.9,0.038,2647
20,2016,2,2297530,178.9,0.038,2648
12,2016,2,2297530,178.9,0.038,2657
48,2016,2,2297530,178.9,0.038,2660
24,2016,2,2297530,178.9,0.038,2662
4,2016,2,2297530,178.9,0.038,2663
96,2016,2,2297530,178.9,0.038,2900
98,2016,2,2297530,178.9,0.038,2905
80,2016,2,2297530,178.9,0.038,2906
170,2016,2,2297530,178.9,0.038,2907
16,2016,2,2297530,178.9,0.038,2914
30,2016,2,2297530,178.9,0.038,3001
12,2016,2,2297530,178.9,0.038,3002
824,2016,2,2297530,178.9,0.038,3006
70,2016,2,2297530,178.9,0.038,3007
16,2016,2,2297530,178.9,0.038,3008
2,2016,2,2297530,178.9,0.038,3016
86,2016,2,2297530,178.9,0.038,3018
90,2016,2,2297530,178.9,0.038,3106
76,2016,2,2297530,178.9,0.038,3108
206,2016,2,2297530,178.9,0.038,3109
8,2016,2,2297530,178.9,0.038,3110
82,2016,2,2297530,178.9,0.038,3111
52,2016,2,2297530,178.9,0.038,3112
436,2016,2,2297530,178.9,0.038,3114
668,2016,2,2297530,178.9,0.038,3115
14,2016,2,2297530,178.9,0.038,3116
28,2016,2,2297530,178.9,0.038,3119
374,2016,2,2297530,178.9,0.038,3125
58,2016,2,2297530,178.9,0.038,3130
18,2016,2,2297530,178.9,0.038,3160
10,2016,2,2297530,178.9,0.038,3170
382,2016,2,2297530,178.9,0.038,3201
6,2016,2,2297530,178.9,0.038,3202
4,2016,2,2297530,178.9,0.038,3203
22,2016,2,2297530,178.9,0.038,3205
146,2016,2,2297530,178.9,0.038,3207
24,2016,2,2297530,178.9,0.038,3208
612,2016,2,2297530,178.9,0.038,3301
2,2016,2,2297530,178.9,0.038,3302
2,2016,2,2297530,178.9,0.038,3303
24,2016,2,2297530,178.9,0.038,3304
12,2016,2,2297530,178.9,0.038,3305
14,2016,2,2297530,178.9,0.038,3402
426,2016,2,2297530,178.9,0.038,3410
190,2016,2,2297530,178.9,0.038,3501
242,2016,2,2297530,178.9,0.038,3502
30,2016,2,2297530,178.9,0.038,3503
8,2016,2,2297530,178.9,0.038,3620
36,2016,2,2297530,178.9,0.038,3625
19,2016,2,2297530,178.9,0.038,3801
161,2016,2,2297530,178.9,0.038,3802
115,2016,2,2297530,178.9,0.038,3803
19,2016,2,2297530,178.9,0.038,3805
14,2016,2,2297530,178.9,0.038,3807
8,2016,2,2297530,178.9,0.038,3810
11,2016,2,2297530,178.9,0.038,3811
45,2016,2,2297530,178.9,0.038,3820
