Count,Year,Month,Logan Passengers,Avg Hotel Daily Rate,Unemployment Rate,Code
18,2016,4,2987158,239.9,0.034,351
32,2016,4,2987158,239.9,0.034,361
4,2016,4,2987158,239.9,0.034,371
2,2016,4,2987158,239.9,0.034,381
244,2016,4,2987158,239.9,0.034,413
148,2016,4,2987158,239.9,0.034,423
128,2016,4,2987158,239.9,0.034,520
40,2016,4,2987158,239.9,0.034,521
142,2016,4,2987158,239.9,0.034,522
38,2016,4,2987158,239.9,0.034,540
6,2016,4,2987158,239.9,0.034,541
14,2016,4,2987158,239.9,0.034,542
6,2016,4,2987158,239.9,0.034,560
6,2016,4,2987158,239.9,0.034,562
28,2016,4,2987158,239.9,0.034,611
8,2016,4,2987158,239.9,0.034,612
396,2016,4,2987158,239.9,0.034,613
432,2016,4,2987158,239.9,0.034,614
118,2016,4,2987158,239.9,0.034,615
74,2016,4,2987158,239.9,0.034,616
490,2016,4,2987158,239.9,0.034,617
238,2016,4,2987158,239.9,0.034,619
2,2016,4,2987158,239.9,0.034,670
32,2016,4,2987158,239.9,0.034,706
220,2016,4,2987158,239.9,0.034,724
18,2016,4,2987158,239.9,0.034,727
46,2016,4,2987158,239.9,0.034,735
66,2016,4,2987158,239.9,0.034,801
826,2016,4,2987158,239.9,0.034,802
4,2016,4,2987158,239.9,0.034,900
88,2016,4,2987158,239.9,0.034,1001
1,2016,4,2987158,239.9,0.034,1002
268,2016,4,2987158,239.9,0.034,1102
77,2016,4,2987158,239.9,0.034,1106
50,2016,4,2987158,239.9,0.034,1107
7,2016,4,2987158,239.9,0.034,1109
14,2016,4,2987158,239.9,0.034,1201
26,2016,4,2987158,239.9,0.034,1300
14,2016,4,2987158,239.9,0.034,1304
986,2016,4,2987158,239.9,0.034,1402
24,2016,4,2987158,239.9,0.034,1415
52,2016,4,2987158,239.9,0.034,1501
36,2016,4,2987158,239.9,0.034,1503
2,2016,4,2987158,239.9,0.034,1504
9,2016,4,2987158,239.9,0.034,1510
2,2016,4,2987158,239.9,0.034,1601
2,2016,4,2987158,239.9,0.034,1805
4,2016,4,2987158,239.9,0.034,1806
52,2016,4,2987158,239.9,0.034,1810
2,2016,4,2987158,239.9,0.034,1815
2,2016,4,2987158,239.9,0.034,1825
41,2016,4,2987158,239.9,0.034,1830
14,2016,4,2987158,239.9,0.034,1831
18,2016,4,2987158,239.9,0.034,1832
76,2016,4,2987158,239.9,0.034,1841
78,2016,4,2987158,239.9,0.034,1842
92,2016,4,2987158,239.9,0.034,1843
6,2016,4,2987158,239.9,0.034,1844
39,2016,4,2987158,239.9,0.034,1845
10,2016,4,2987158,239.9,0.034,1846
6,2016,4,2987158,239.9,0.034,1847
58,2016,4,2987158,239.9,0.034,1848
126,2016,4,2987158,239.9,0.034,1849
8,2016,4,2987158,239.9,0.034,1850
2,2016,4,2987158,239.9,0.034,1870
92,2016,4,2987158,239.9,0.034,1874
18,2016,4,2987158,239.9,0.034,2003
4,2016,4,2987158,239.9,0.034,2004
18,2016,4,2987158,239.9,0.034,2005
14,2016,4,2987158,239.9,0.034,2006
26,2016,4,2987158,239.9,0.034,2007
6,2016,4,2987158,239.9,0.034,2010
30,2016,4,2987158,239.9,0.034,2101
4,2016,4,2987158,239.9,0.034,2102
26,2016,4,2987158,239.9,0.034,2204
6,2016,4,2987158,239.9,0.034,2401
60,2016,4,2987158,239.9,0.034,2403
90,2016,4,2987158,239.9,0.034,2405
8,2016,4,2987158,239.9,0.034,2407
1,2016,4,2987158,239.9,0.034,2511
14,2016,4,2987158,239.9,0.034,2604
140,2016,4,2987158,239.9,0.034,2610
2,2016,4,2987158,239.9,0.034,2611
14,2016,4,2987158,239.9,0.034,2616
10,2016,4,2987158,239.9,0.034,2619
2,2016,4,2987158,239.9,0.034,2622
4,2016,4,2987158,239.9,0.034,2623
2,2016,4,2987158,239.9,0.034,2628
108,2016,4,2987158,239.9,0.034,2629
24,2016,4,2987158,239.9,0.034,2632
2,2016,4,2987158,239.9,0.034,2641
18,2016,4,2987158,239.9,0.034,2646
534,2016,4,2987158,239.9,0.034,2647
8,2016,4,2987158,239.9,0.034,2648
20,2016,4,2987158,239.9,0.034,2657
28,2016,4,2987158,239.9,0.034,2660
52,2016,4,2987158,239.9,0.034,2662
4,2016,4,2987158,239.9,0.034,2663
8,2016,4,2987158,239.9,0.034,2670
89,2016,4,2987158,239.9,0.034,2900
136,2016,4,2987158,239.9,0.034,2905
42,2016,4,2987158,239.9,0.034,2906
130,2016,4,2987158,239.9,0.034,2907
12,2016,4,2987158,239.9,0.034,2914
43,2016,4,2987158,239.9,0.034,3001
18,2016,4,2987158,239.9,0.034,3002
2,2016,4,2987158,239.9,0.034,3004
888,2016,4,2987158,239.9,0.034,3006
64,2016,4,2987158,239.9,0.034,3007
16,2016,4,2987158,239.9,0.034,3008
62,2016,4,2987158,239.9,0.034,3018
6,2016,4,2987158,239.9,0.034,3029
2,2016,4,2987158,239.9,0.034,3102
52,2016,4,2987158,239.9,0.034,3106
82,2016,4,2987158,239.9,0.034,3108
210,2016,4,2987158,239.9,0.034,3109
4,2016,4,2987158,239.9,0.034,3110
92,2016,4,2987158,239.9,0.034,3111
76,2016,4,2987158,239.9,0.034,3112
436,2016,4,2987158,239.9,0.034,3114
826,2016,4,2987158,239.9,0.034,3115
6,2016,4,2987158,239.9,0.034,3116
32,2016,4,2987158,239.9,0.034,3119
410,2016,4,2987158,239.9,0.034,3125
50,2016,4,2987158,239.9,0.034,3130
30,2016,4,2987158,239.9,0.034,3160
14,2016,4,2987158,239.9,0.034,3170
392,2016,4,2987158,239.9,0.034,3201
12,2016,4,2987158,239.9,0.034,3202
2,2016,4,2987158,239.9,0.034,3203
36,2016,4,2987158,239.9,0.034,3205
158,2016,4,2987158,239.9,0.034,3207
18,2016,4,2987158,239.9,0.034,3208
638,2016,4,2987158,239.9,0.034,3301
6,2016,4,2987158,239.9,0.034,3303
31,2016,4,2987158,239.9,0.034,3304
32,2016,4,2987158,239.9,0.034,3305
12,2016,4,2987158,239.9,0.034,3402
452,2016,4,2987158,239.9,0.034,3410
190,2016,4,2987158,239.9,0.034,3501
264,2016,4,2987158,239.9,0.034,3502
26,2016,4,2987158,239.9,0.034,3503
14,2016,4,2987158,239.9,0.034,3620
18,2016,4,2987158,239.9,0.034,3625
25,2016,4,2987158,239.9,0.034,3801
164,2016,4,2987158,239.9,0.034,3802
117,2016,4,2987158,239.9,0.034,3803
17,2016,4,2987158,239.9,0.034,3805
21,2016,4,2987158,239.9,0.034,3807
17,2016,4,2987158,239.9,0.034,3810
8,2016,4,2987158,239.9,0.034,3811
51,2016,4,2987158,239.9,0.034,3820
11,2016,4,2987158,239.9,0.034,3821
25,2016,4,2987158,239.9,0.034,3830
418,2016,4,2987158,239.9,0.034,3831
16,2017,4,3271833,288.55,0.034,111
114,2017,4,3271833,288.55,0.034,301
38,2017,4,3271833,288.55,0.034,311
8,2017,4,3271833,288.55,0.034,351
22,2017,4,3271833,288.55,0.034,361
2,2017,4,3271833,288.55,0.034,371
1,2017,4,3271833,288.55,0.034,381
250,2017,4,3271833,288.55,0.034,413
132,2017,4,3271833,288.55,0.034,423
116,2017,4,3271833,288.55,0.034,520
18,2017,4,3271833,288.55,0.034,521
64,2017,4,3271833,288.55,0.034,522
74,2017,4,3271833,288.55,0.034,540
8,2017,4,3271833,288.55,0.034,541
16,2017,4,3271833,288.55,0.034,542
7,2017,4,3271833,288.55,0.034,560
6,2017,4,3271833,288.55,0.034,562
22,2017,4,3271833,288.55,0.034,611
10,2017,4,3271833,288.55,0.034,612
392,2017,4,3271833,288.55,0.034,613
430,2017,4,3271833,288.55,0.034,614
90,2017,4,3271833,288.55,0.034,615
86,2017,4,3271833,288.55,0.034,616
440,2017,4,3271833,288.55,0.034,617
2,2017,4,3271833,288.55,0.034,618
276,2017,4,3271833,288.55,0.034,619
2,2017,4,3271833,288.55,0.034,670
26,2017,4,3271833,288.55,0.034,706
132,2017,4,3271833,288.55,0.034,724
12,2017,4,3271833,288.55,0.034,727
64,2017,4,3271833,288.55,0.034,735
44,2017,4,3271833,288.55,0.034,801
766,2017,4,3271833,288.55,0.034,802
2,2017,4,3271833,288.55,0.034,804
2,2017,4,3271833,288.55,0.034,900
50,2017,4,3271833,288.55,0.034,1001
204,2017,4,3271833,288.55,0.034,1102
67,2017,4,3271833,288.55,0.034,1106
70,2017,4,3271833,288.55,0.034,1107
1,2017,4,3271833,288.55,0.034,1108
8,2017,4,3271833,288.55,0.034,1109
14,2017,4,3271833,288.55,0.034,1201
26,2017,4,3271833,288.55,0.034,1300
30,2017,4,3271833,288.55,0.034,1304
870,2017,4,3271833,288.55,0.034,1402
4,2017,4,3271833,288.55,0.034,1415
50,2017,4,3271833,288.55,0.034,1501
2,2017,4,3271833,288.55,0.034,1502
20,2017,4,3271833,288.55,0.034,1503
3,2017,4,3271833,288.55,0.034,1504
6,2017,4,3271833,288.55,0.034,1510
2,2017,4,3271833,288.55,0.034,1601
1,2017,4,3271833,288.55,0.034,1620
3,2017,4,3271833,288.55,0.034,1805
8,2017,4,3271833,288.55,0.034,1806
18,2017,4,3271833,288.55,0.034,1810
6,2017,4,3271833,288.55,0.034,1815
21,2017,4,3271833,288.55,0.034,1830
2,2017,4,3271833,288.55,0.034,1831
4,2017,4,3271833,288.55,0.034,1832
58,2017,4,3271833,288.55,0.034,1841
80,2017,4,3271833,288.55,0.034,1842
102,2017,4,3271833,288.55,0.034,1843
12,2017,4,3271833,288.55,0.034,1844
10,2017,4,3271833,288.55,0.034,1845
15,2017,4,3271833,288.55,0.034,1846
10,2017,4,3271833,288.55,0.034,1847
46,2017,4,3271833,288.55,0.034,1848
138,2017,4,3271833,288.55,0.034,1849
5,2017,4,3271833,288.55,0.034,1850
20,2017,4,3271833,288.55,0.034,1870
98,2017,4,3271833,288.55,0.034,1874
6,2017,4,3271833,288.55,0.034,2003
10,2017,4,3271833,288.55,0.034,2005
6,2017,4,3271833,288.55,0.034,2006
42,2017,4,3271833,288.55,0.034,2007
3,2017,4,3271833,288.55,0.034,2010
36,2017,4,3271833,288.55,0.034,2101
2,2017,4,3271833,288.55,0.034,2102
18,2017,4,3271833,288.55,0.034,2204
28,2017,4,3271833,288.55,0.034,2401
54,2017,4,3271833,288.55,0.034,2403
102,2017,4,3271833,288.55,0.034,2405
2,2017,4,3271833,288.55,0.034,2407
2,2017,4,3271833,288.55,0.034,2511
14,2017,4,3271833,288.55,0.034,2604
180,2017,4,3271833,288.55,0.034,2610
7,2017,4,3271833,288.55,0.034,2612
14,2017,4,3271833,288.55,0.034,2616
2,2017,4,3271833,288.55,0.034,2619
2,2017,4,3271833,288.55,0.034,2622
143,2017,4,3271833,288.55,0.034,2629
26,2017,4,3271833,288.55,0.034,2632
48,2017,4,3271833,288.55,0.034,2646
376,2017,4,3271833,288.55,0.034,2647
4,2017,4,3271833,288.55,0.034,2648
12,2017,4,3271833,288.55,0.034,2657
34,2017,4,3271833,288.55,0.034,2660
46,2017,4,3271833,288.55,0.034,2662
4,2017,4,3271833,288.55,0.034,2670
49,2017,4,3271833,288.55,0.034,2900
72,2017,4,3271833,288.55,0.034,2905
42,2017,4,3271833,288.55,0.034,2906
102,2017,4,3271833,288.55,0.034,2907
8,2017,4,3271833,288.55,0.034,2914
32,2017,4,3271833,288.55,0.034,3001
24,2017,4,3271833,288.55,0.034,3002
2,2017,4,3271833,288.55,0.034,3004
1018,2017,4,3271833,288.55,0.034,3006
90,2017,4,3271833,288.55,0.034,3007
14,2017,4,3271833,288.55,0.034,3008
74,2017,4,3271833,288.55,0.034,3018
2,2017,4,3271833,288.55,0.034,3029
8,2017,4,3271833,288.55,0.034,3102
40,2017,4,3271833,288.55,0.034,3106
64,2017,4,3271833,288.55,0.034,3108
64,2017,4,3271833,288.55,0.034,3109
12,2017,4,3271833,288.55,0.034,3110
108,2017,4,3271833,288.55,0.034,3111
38,2017,4,3271833,288.55,0.034,3112
592,2017,4,3271833,288.55,0.034,3114
1000,2017,4,3271833,288.55,0.034,3115
16,2017,4,3271833,288.55,0.034,3116
34,2017,4,3271833,288.55,0.034,3119
508,2017,4,3271833,288.55,0.034,3125
54,2017,4,3271833,288.55,0.034,3130
26,2017,4,3271833,288.55,0.034,3160
28,2017,4,3271833,288.55,0.034,3170
454,2017,4,3271833,288.55,0.034,3201
16,2017,4,3271833,288.55,0.034,3202
32,2017,4,3271833,288.55,0.034,3205
200,2017,4,3271833,288.55,0.034,3207
64,2017,4,3271833,288.55,0.034,3208
704,2017,4,3271833,288.55,0.034,3301
2,2017,4,3271833,288.55,0.034,3303
11,2017,4,3271833,288.55,0.034,3304
14,2017,4,3271833,288.55,0.034,3305
10,2017,4,3271833,288.55,0.034,3402
6,2017,4,3271833,288.55,0.034,3403
600,2017,4,3271833,288.55,0.034,3410
168,2017,4,3271833,288.55,0.034,3501
246,2017,4,3271833,288.55,0.034,3502
32,2017,4,3271833,288.55,0.034,3503
4,2017,4,3271833,288.55,0.034,3620
8,2017,4,3271833,288.55,0.034,3625
106,2017,4,3271833,288.55,0.034,3801
175,2017,4,3271833,288.55,0.034,3802
118,2017,4,3271833,288.55,0.034,3803
14,2017,4,3271833,288.55,0.034,3805
9,2017,4,3271833,288.55,0.034,3807
22,2017,4,3271833,288.55,0.034,3810
7,2017,4,3271833,288.55,0.034,3811
42,2017,4,3271833,288.55,0.034,3820
9,2017,4,3271833,288.55,0.034,3821
28,2017,4,3271833,288.55,0.034,3830
457,2017,4,3271833,288.55,0.034,3831
10,2018,4,3508607,282.19,0.028,111
98,2018,4,3508607,282.19,0.028,301
24,2018,4,3508607,282.19,0.028,311
8,2018,4,3508607,282.19,0.028,351
28,2018,4,3508607,282.19,0.028,361
3,2018,4,3508607,282.19,0.028,371
3,2018,4,3508607,282.19,0.028,381
236,2018,4,3508607,282.19,0.028,413
166,2018,4,3508607,282.19,0.028,423
94,2018,4,3508607,282.19,0.028,520
22,2018,4,3508607,282.19,0.028,521
82,2018,4,3508607,282.19,0.028,522
32,2018,4,3508607,282.19,0.028,540
2,2018,4,3508607,282.19,0.028,541
20,2018,4,3508607,282.19,0.028,542
8,2018,4,3508607,282.19,0.028,560
1,2018,4,3508607,282.19,0.028,561
2,2018,4,3508607,282.19,0.028,562
10,2018,4,3508607,282.19,0.028,611
6,2018,4,3508607,282.19,0.028,612
500,2018,4,3508607,282.19,0.028,613
326,2018,4,3508607,282.19,0.028,614
112,2018,4,3508607,282.19,0.028,615
60,2018,4,3508607,282.19,0.028,616
402,2018,4,3508607,282.19,0.028,617
2,2018,4,3508607,282.19,0.028,618
254,2018,4,3508607,282.19,0.028,619
2,2018,4,3508607,282.19,0.028,670
10,2018,4,3508607,282.19,0.028,706
164,2018,4,3508607,282.19,0.028,724
14,2018,4,3508607,282.19,0.028,727
64,2018,4,3508607,282.19,0.028,735
72,2018,4,3508607,282.19,0.028,801
802,2018,4,3508607,282.19,0.028,802
2,2018,4,3508607,282.19,0.028,804
6,2018,4,3508607,282.19,0.028,900
56,2018,4,3508607,282.19,0.028,1001
310,2018,4,3508607,282.19,0.028,1102
81,2018,4,3508607,282.19,0.028,1106
44,2018,4,3508607,282.19,0.028,1107
1,2018,4,3508607,282.19,0.028,1108
8,2018,4,3508607,282.19,0.028,1109
8,2018,4,3508607,282.19,0.028,1201
27,2018,4,3508607,282.19,0.028,1300
20,2018,4,3508607,282.19,0.028,1304
548,2018,4,3508607,282.19,0.028,1402
14,2018,4,3508607,282.19,0.028,1415
56,2018,4,3508607,282.19,0.028,1501
2,2018,4,3508607,282.19,0.028,1502
40,2018,4,3508607,282.19,0.028,1503
3,2018,4,3508607,282.19,0.028,1504
7,2018,4,3508607,282.19,0.028,1510
4,2018,4,3508607,282.19,0.028,1805
4,2018,4,3508607,282.19,0.028,1806
2,2018,4,3508607,282.19,0.028,1807
26,2018,4,3508607,282.19,0.028,1810
2,2018,4,3508607,282.19,0.028,1815
1,2018,4,3508607,282.19,0.028,1825
36,2018,4,3508607,282.19,0.028,1830
5,2018,4,3508607,282.19,0.028,1831
2,2018,4,3508607,282.19,0.028,1832
60,2018,4,3508607,282.19,0.028,1841
68,2018,4,3508607,282.19,0.028,1842
166,2018,4,3508607,282.19,0.028,1843
9,2018,4,3508607,282.19,0.028,1844
12,2018,4,3508607,282.19,0.028,1845
8,2018,4,3508607,282.19,0.028,1846
8,2018,4,3508607,282.19,0.028,1847
58,2018,4,3508607,282.19,0.028,1848
126,2018,4,3508607,282.19,0.028,1849
3,2018,4,3508607,282.19,0.028,1850
4,2018,4,3508607,282.19,0.028,1870
48,2018,4,3508607,282.19,0.028,1874
2,2018,4,3508607,282.19,0.028,2003
2,2018,4,3508607,282.19,0.028,2004
16,2018,4,3508607,282.19,0.028,2005
10,2018,4,3508607,282.19,0.028,2006
27,2018,4,3508607,282.19,0.028,2007
4,2018,4,3508607,282.19,0.028,2010
24,2018,4,3508607,282.19,0.028,2101
6,2018,4,3508607,282.19,0.028,2102
8,2018,4,3508607,282.19,0.028,2204
14,2018,4,3508607,282.19,0.028,2401
38,2018,4,3508607,282.19,0.028,2403
66,2018,4,3508607,282.19,0.028,2405
2,2018,4,3508607,282.19,0.028,2407
2,2018,4,3508607,282.19,0.028,2604
140,2018,4,3508607,282.19,0.028,2610
2,2018,4,3508607,282.19,0.028,2611
4,2018,4,3508607,282.19,0.028,2612
4,2018,4,3508607,282.19,0.028,2613
10,2018,4,3508607,282.19,0.028,2616
10,2018,4,3508607,282.19,0.028,2619
2,2018,4,3508607,282.19,0.028,2622
8,2018,4,3508607,282.19,0.028,2623
2,2018,4,3508607,282.19,0.028,2628
128,2018,4,3508607,282.19,0.028,2629
4,2018,4,3508607,282.19,0.028,2631
28,2018,4,3508607,282.19,0.028,2632
2,2018,4,3508607,282.19,0.028,2636
2,2018,4,3508607,282.19,0.028,2641
2,2018,4,3508607,282.19,0.028,2642
34,2018,4,3508607,282.19,0.028,2646
504,2018,4,3508607,282.19,0.028,2647
2,2018,4,3508607,282.19,0.028,2648
18,2018,4,3508607,282.19,0.028,2657
40,2018,4,3508607,282.19,0.028,2660
26,2018,4,3508607,282.19,0.028,2662
6,2018,4,3508607,282.19,0.028,2670
63,2018,4,3508607,282.19,0.028,2900
98,2018,4,3508607,282.19,0.028,2905
88,2018,4,3508607,282.19,0.028,2906
124,2018,4,3508607,282.19,0.028,2907
7,2018,4,3508607,282.19,0.028,2914
24,2018,4,3508607,282.19,0.028,3001
10,2018,4,3508607,282.19,0.028,3002
2,2018,4,3508607,282.19,0.028,3004
1236,2018,4,3508607,282.19,0.028,3006
78,2018,4,3508607,282.19,0.028,3007
12,2018,4,3508607,282.19,0.028,3008
76,2018,4,3508607,282.19,0.028,3018
2,2018,4,3508607,282.19,0.028,3029
5,2018,4,3508607,282.19,0.028,3102
28,2018,4,3508607,282.19,0.028,3106
70,2018,4,3508607,282.19,0.028,3108
188,2018,4,3508607,282.19,0.028,3109
14,2018,4,3508607,282.19,0.028,3110
148,2018,4,3508607,282.19,0.028,3111
46,2018,4,3508607,282.19,0.028,3112
632,2018,4,3508607,282.19,0.028,3114
848,2018,4,3508607,282.19,0.028,3115
10,2018,4,3508607,282.19,0.028,3116
26,2018,4,3508607,282.19,0.028,3119
370,2018,4,3508607,282.19,0.028,3125
54,2018,4,3508607,282.19,0.028,3130
32,2018,4,3508607,282.19,0.028,3160
20,2018,4,3508607,282.19,0.028,3170
516,2018,4,3508607,282.19,0.028,3201
14,2018,4,3508607,282.19,0.028,3202
28,2018,4,3508607,282.19,0.028,3205
212,2018,4,3508607,282.19,0.028,3207
50,2018,4,3508607,282.19,0.028,3208
692,2018,4,3508607,282.19,0.028,3301
2,2018,4,3508607,282.19,0.028,3302
16,2018,4,3508607,282.19,0.028,3304
10,2018,4,3508607,282.19,0.028,3305
20,2018,4,3508607,282.19,0.028,3402
642,2018,4,3508607,282.19,0.028,3410
164,2018,4,3508607,282.19,0.028,3501
260,2018,4,3508607,282.19,0.028,3502
42,2018,4,3508607,282.19,0.028,3503
6,2018,4,3508607,282.19,0.028,3620
4,2018,4,3508607,282.19,0.028,3625
83,2018,4,3508607,282.19,0.028,3801
159,2018,4,3508607,282.19,0.028,3802
141,2018,4,3508607,282.19,0.028,3803
18,2018,4,3508607,282.19,0.028,3805
19,2018,4,3508607,282.19,0.028,3807
9,2018,4,3508607,282.19,0.028,3810
4,2018,4,3508607,282.19,0.028,3811
29,2018,4,3508607,282.19,0.028,3820
11,2018,4,3508607,282.19,0.028,3821
29,2018,4,3508607,282.19,0.028,3830
377,2018,4,3508607,282.19,0.028,3831
4,2016,5,3245967,281.3,0.035,111
168,2016,5,3245967,281.3,0.035,301
18,2016,5,3245967,281.3,0.035,311
20,2016,5,3245967,281.3,0.035,351
42,2016,5,3245967,281.3,0.035,361
4,2016,5,3245967,281.3,0.035,371
3,2016,5,3245967,281.3,0.035,381
294,2016,5,3245967,281.3,0.035,413
138,2016,5,3245967,281.3,0.035,423
182,2016,5,3245967,281.3,0.035,520
36,2016,5,3245967,281.3,0.035,521
126,2016,5,3245967,281.3,0.035,522
34,2016,5,3245967,281.3,0.035,540
10,2016,5,3245967,281.3,0.035,541
26,2016,5,3245967,281.3,0.035,542
4,2016,5,3245967,281.3,0.035,560
7,2016,5,3245967,281.3,0.035,562
40,2016,5,3245967,281.3,0.035,611
14,2016,5,3245967,281.3,0.035,612
420,2016,5,3245967,281.3,0.035,613
398,2016,5,3245967,281.3,0.035,614
138,2016,5,3245967,281.3,0.035,615
152,2016,5,3245967,281.3,0.035,616
474,2016,5,3245967,281.3,0.035,617
2,2016,5,3245967,281.3,0.035,618
294,2016,5,3245967,281.3,0.035,619
62,2016,5,3245967,281.3,0.035,706
220,2016,5,3245967,281.3,0.035,724
32,2016,5,3245967,281.3,0.035,727
50,2016,5,3245967,281.3,0.035,735
42,2016,5,3245967,281.3,0.035,801
832,2016,5,3245967,281.3,0.035,802
6,2016,5,3245967,281.3,0.035,804
6,2016,5,3245967,281.3,0.035,900
106,2016,5,3245967,281.3,0.035,1001
278,2016,5,3245967,281.3,0.035,1102
79,2016,5,3245967,281.3,0.035,1106
58,2016,5,3245967,281.3,0.035,1107
6,2016,5,3245967,281.3,0.035,1109
20,2016,5,3245967,281.3,0.035,1201
31,2016,5,3245967,281.3,0.035,1300
22,2016,5,3245967,281.3,0.035,1304
828,2016,5,3245967,281.3,0.035,1402
18,2016,5,3245967,281.3,0.035,1415
38,2016,5,3245967,281.3,0.035,1501
4,2016,5,3245967,281.3,0.035,1502
34,2016,5,3245967,281.3,0.035,1503
8,2016,5,3245967,281.3,0.035,1504
5,2016,5,3245967,281.3,0.035,1510
2,2016,5,3245967,281.3,0.035,1601
2,2016,5,3245967,281.3,0.035,1602
7,2016,5,3245967,281.3,0.035,1805
6,2016,5,3245967,281.3,0.035,1806
66,2016,5,3245967,281.3,0.035,1810
3,2016,5,3245967,281.3,0.035,1815
3,2016,5,3245967,281.3,0.035,1825
37,2016,5,3245967,281.3,0.035,1830
11,2016,5,3245967,281.3,0.035,1831
34,2016,5,3245967,281.3,0.035,1832
44,2016,5,3245967,281.3,0.035,1841
102,2016,5,3245967,281.3,0.035,1842
106,2016,5,3245967,281.3,0.035,1843
8,2016,5,3245967,281.3,0.035,1844
39,2016,5,3245967,281.3,0.035,1845
10,2016,5,3245967,281.3,0.035,1846
18,2016,5,3245967,281.3,0.035,1847
90,2016,5,3245967,281.3,0.035,1848
138,2016,5,3245967,281.3,0.035,1849
3,2016,5,3245967,281.3,0.035,1850
48,2016,5,3245967,281.3,0.035,1874
8,2016,5,3245967,281.3,0.035,2003
4,2016,5,3245967,281.3,0.035,2004
10,2016,5,3245967,281.3,0.035,2005
6,2016,5,3245967,281.3,0.035,2006
17,2016,5,3245967,281.3,0.035,2007
2,2016,5,3245967,281.3,0.035,2010
38,2016,5,3245967,281.3,0.035,2101
2,2016,5,3245967,281.3,0.035,2102
10,2016,5,3245967,281.3,0.035,2204
10,2016,5,3245967,281.3,0.035,2401
56,2016,5,3245967,281.3,0.035,2403
70,2016,5,3245967,281.3,0.035,2405
4,2016,5,3245967,281.3,0.035,2407
4,2016,5,3245967,281.3,0.035,2604
9,2016,5,3245967,281.3,0.035,2608
176,2016,5,3245967,281.3,0.035,2610
3,2016,5,3245967,281.3,0.035,2612
6,2016,5,3245967,281.3,0.035,2613
4,2016,5,3245967,281.3,0.035,2616
4,2016,5,3245967,281.3,0.035,2617
12,2016,5,3245967,281.3,0.035,2619
2,2016,5,3245967,281.3,0.035,2622
2,2016,5,3245967,281.3,0.035,2623
112,2016,5,3245967,281.3,0.035,2629
2,2016,5,3245967,281.3,0.035,2631
22,2016,5,3245967,281.3,0.035,2632
28,2016,5,3245967,281.3,0.035,2646
470,2016,5,3245967,281.3,0.035,2647
16,2016,5,3245967,281.3,0.035,2648
16,2016,5,3245967,281.3,0.035,2657
24,2016,5,3245967,281.3,0.035,2660
50,2016,5,3245967,281.3,0.035,2662
6,2016,5,3245967,281.3,0.035,2663
8,2016,5,3245967,281.3,0.035,2670
84,2016,5,3245967,281.3,0.035,2900
126,2016,5,3245967,281.3,0.035,2905
52,2016,5,3245967,281.3,0.035,2906
156,2016,5,3245967,281.3,0.035,2907
8,2016,5,3245967,281.3,0.035,2914
24,2016,5,3245967,281.3,0.035,3001
26,2016,5,3245967,281.3,0.035,3002
2,2016,5,3245967,281.3,0.035,3004
1066,2016,5,3245967,281.3,0.035,3006
76,2016,5,3245967,281.3,0.035,3007
24,2016,5,3245967,281.3,0.035,3008
74,2016,5,3245967,281.3,0.035,3018
7,2016,5,3245967,281.3,0.035,3102
44,2016,5,3245967,281.3,0.035,3106
76,2016,5,3245967,281.3,0.035,3108
210,2016,5,3245967,281.3,0.035,3109
6,2016,5,3245967,281.3,0.035,3110
70,2016,5,3245967,281.3,0.035,3111
56,2016,5,3245967,281.3,0.035,3112
530,2016,5,3245967,281.3,0.035,3114
890,2016,5,3245967,281.3,0.035,3115
8,2016,5,3245967,281.3,0.035,3116
36,2016,5,3245967,281.3,0.035,3119
416,2016,5,3245967,281.3,0.035,3125
18,2016,5,3245967,281.3,0.035,3130
26,2016,5,3245967,281.3,0.035,3160
12,2016,5,3245967,281.3,0.035,3170
422,2016,5,3245967,281.3,0.035,3201
16,2016,5,3245967,281.3,0.035,3202
14,2016,5,3245967,281.3,0.035,3205
172,2016,5,3245967,281.3,0.035,3207
20,2016,5,3245967,281.3,0.035,3208
748,2016,5,3245967,281.3,0.035,3301
2,2016,5,3245967,281.3,0.035,3302
12,2016,5,3245967,281.3,0.035,3304
8,2016,5,3245967,281.3,0.035,3305
20,2016,5,3245967,281.3,0.035,3402
8,2016,5,3245967,281.3,0.035,3403
564,2016,5,3245967,281.3,0.035,3410
204,2016,5,3245967,281.3,0.035,3501
272,2016,5,3245967,281.3,0.035,3502
44,2016,5,3245967,281.3,0.035,3503
18,2016,5,3245967,281.3,0.035,3620
12,2016,5,3245967,281.3,0.035,3625
24,2016,5,3245967,281.3,0.035,3801
176,2016,5,3245967,281.3,0.035,3802
158,2016,5,3245967,281.3,0.035,3803
19,2016,5,3245967,281.3,0.035,3805
21,2016,5,3245967,281.3,0.035,3807
27,2016,5,3245967,281.3,0.035,3810
23,2016,5,3245967,281.3,0.035,3811
35,2016,5,3245967,281.3,0.035,3820
13,2016,5,3245967,281.3,0.035,3821
44,2016,5,3245967,281.3,0.035,3830
483,2016,5,3245967,281.3,0.035,3831
10,2017,5,3465345,302.6,0.039,111
2,2017,5,3465345,302.6,0.039,121
136,2017,5,3465345,302.6,0.039,301
48,2017,5,3465345,302.6,0.039,311
12,2017,5,3465345,302.6,0.039,351
20,2017,5,3465345,302.6,0.039,361
